beneficiary_sk,beneficiary_id,household_id,first_name,last_name,gender,date_of_birth,age,nationality,vulnerability_status,household_size,program_enrolled,registration_date,scd_start_date,scd_end_date,is_current,record_status,biometric_verified,protection_flag,notes
3872,BEN-03872,HH-1551,Ibrahim,Mohamed,Female,1953-05-02,71,Rohingya,Returnee,5,Cash Assistance,2023-02-17,2023-02-17,9999-12-31,1,Active,1,1,
3873,BEN-03873,HH-1439,Fatima,Barre,Male,1998-11-08,26,Congolese,Returnee,8,Protection,2024-05-21,2024-05-21,9999-12-31,1,Active,0,0,
3874,BEN-03874,HH-1312,Fatima,Ahmed,Female,2004-11-01,20,Rohingya,Stateless,10,Food Security,2023-11-11,2023-11-11,9999-12-31,1,Active,0,0,
3875,BEN-03875,HH-1216,Hassan,Warsame,Male,1956-09-05,68,Afghan,Returnee,12,WASH,2024-04-25,2024-04-25,9999-12-31,1,Active,0,0,
3876,BEN-03876,HH-1856,Hassan,Warsame,Female,1987-05-14,37,Sudanese,Host Community,8,Livelihoods,2022-06-25,2022-06-25,9999-12-31,1,Active,0,0,
3877,BEN-03877,HH-1410,Zainab,Warsame,Female,2000-06-30,24,Rohingya,IDP,7,Health,2022-10-10,2022-10-10,9999-12-31,1,Active,0,0,
3878,BEN-03878,HH-0640,Hassan,Musa,Male,1989-06-16,35,Sudanese,Stateless,7,Food Security,2023-08-21,2023-08-21,9999-12-31,1,Active,0,0,
3879,BEN-03879,HH-0374,Halima,Kofi,Female,1979-02-07,45,South Sudanese,IDP,2,Livelihoods,2022-01-09,2022-01-09,9999-12-31,1,Inactive,1,0,
3880,BEN-03880,HH-1871,Ibrahim,Osman,Male,2002-09-23,22,Sudanese,Returnee,12,Protection,2022-05-27,2022-05-27,9999-12-31,1,Active,1,0,
3881,BEN-03881,HH-1709,Hassan,Diallo,Female,1950-03-25,74,Sudanese,Returnee,5,Health,2023-04-02,2023-04-02,9999-12-31,1,Active,0,0,
3882,BEN-03882,HH-0653,Halima,Osman,Male,1995-12-24,29,Rohingya,Returnee,2,Livelihoods,2024-02-08,2024-02-08,9999-12-31,1,Transferred,1,1,
3883,BEN-03883,HH-0424,Zainab,Ahmed,Male,2015-01-29,9,Sudanese,IDP,10,Education,2024-10-25,2024-10-25,9999-12-31,1,Active,0,1,
3884,BEN-03884,HH-0372,Halima,Diallo,Male,1982-12-09,42,Afghan,Host Community,8,Cash Assistance,2023-08-19,2023-08-19,9999-12-31,1,Active,0,0,
3885,BEN-03885,HH-0435,Omar,Jama,Male,1996-10-12,28,South Sudanese,Returnee,11,Food Security,2024-02-14,2024-02-14,9999-12-31,1,Inactive,0,0,
3886,BEN-03886,HH-0981,Ali,Jama,Female,1980-04-08,44,Somali,Refugee,10,Protection,2023-10-07,2023-10-07,9999-12-31,1,Active,1,1,
3887,BEN-03887,HH-0836,Fatima,Ndlovu,Male,1984-01-19,40,Somali,Returnee,7,Protection,2022-08-27,2022-08-27,9999-12-31,1,Active,0,0,
3888,BEN-03888,HH-1421,Halima,Kofi,Female,1976-04-24,48,Nigerian,Refugee,9,Health,2023-08-21,2023-08-21,9999-12-31,1,Active,1,1,
3889,BEN-03889,HH-0673,Mariam,Ndlovu,Female,2005-08-09,19,Ethiopian,Returnee,1,Protection,2024-07-13,2024-07-13,9999-12-31,1,Active,0,0,
3890,BEN-03890,HH-0764,Ali,Ahmed,Male,1987-06-30,37,Ethiopian,Stateless,12,Protection,2022-02-13,2022-02-13,9999-12-31,1,Active,0,0,
3891,BEN-03891,HH-1053,Mariam,Ndlovu,Male,1999-01-19,25,Ethiopian,Refugee,5,Food Security,2022-08-25,2022-08-25,9999-12-31,1,Active,1,0,
3892,BEN-03892,HH-0533,Halima,Osman,Male,1997-03-25,27,Afghan,Refugee,10,WASH,2024-06-30,2024-06-30,9999-12-31,1,Transferred,0,0,
3893,BEN-03893,HH-1342,Zainab,Ahmed,Male,1964-10-11,60,Nigerian,Host Community,5,WASH,2022-11-20,2022-11-20,9999-12-31,1,Transferred,1,0,
3894,BEN-03894,HH-0563,Halima,Ndlovu,Female,1957-08-09,67,Nigerian,Stateless,10,Food Security,2023-02-09,2023-02-09,9999-12-31,1,Transferred,0,0,
3895,BEN-03895,HH-0794,Hassan,Barre,Male,1980-09-27,44,Sudanese,Refugee,7,WASH,2024-04-01,2024-04-01,9999-12-31,1,Transferred,0,1,
3896,BEN-03896,HH-0906,Fatima,Ndlovu,Male,1997-04-08,27,South Sudanese,Host Community,2,WASH,2023-02-10,2023-02-10,9999-12-31,1,Active,0,1,
3897,BEN-03897,HH-1242,Halima,Musa,Male,1984-01-23,40,Congolese,IDP,5,Protection,2024-09-23,2024-09-23,9999-12-31,1,Active,0,0,
3898,BEN-03898,HH-0966,Halima,Ndlovu,Female,2002-11-15,22,Nigerian,Refugee,3,Food Security,2024-05-13,2024-05-13,9999-12-31,1,Inactive,0,0,
3899,BEN-03899,HH-1890,Omar,Jama,Female,1973-09-06,51,Ethiopian,IDP,9,Shelter,2022-02-18,2022-02-18,9999-12-31,1,Active,0,1,
3900,BEN-03900,HH-1958,Fatima,Ahmed,Female,1986-03-20,38,Afghan,Returnee,5,Protection,2023-07-26,2023-07-26,9999-12-31,1,Inactive,0,1,
3901,BEN-03901,HH-1064,Mariam,Jama,Female,2004-01-21,20,Sudanese,Stateless,2,Education,2022-01-17,2022-01-17,9999-12-31,1,Active,0,0,
3902,BEN-03902,HH-1528,Zainab,Warsame,Male,1979-01-11,46,Ethiopian,Host Community,5,Livelihoods,2022-03-20,2022-03-20,9999-12-31,1,Active,0,0,
3903,BEN-03903,HH-0742,Yusuf,Warsame,Female,1990-08-14,34,Congolese,Returnee,9,Protection,2022-10-10,2022-10-10,9999-12-31,1,Active,0,0,
3904,BEN-03904,HH-1695,Omar,Jama,Female,1972-08-28,52,Ethiopian,Refugee,8,Cash Assistance,2024-07-31,2024-07-31,9999-12-31,1,Deceased,0,0,
3905,BEN-03905,HH-1908,Yusuf,Kofi,Male,2004-10-23,20,Sudanese,Returnee,9,Shelter,2022-09-11,2022-09-11,9999-12-31,1,Deceased,1,0,
3906,BEN-03906,HH-1072,Zainab,Musa,Male,1978-03-08,46,South Sudanese,Stateless,11,Cash Assistance,2024-04-27,2024-04-27,9999-12-31,1,Active,0,1,
3907,BEN-03907,HH-0734,Amina,Osman,Male,1950-01-14,75,Nigerian,Stateless,4,Shelter,2024-08-19,2024-08-19,9999-12-31,1,Deceased,0,1,
3908,BEN-03908,HH-1417,Yusuf,Kofi,Male,2004-11-25,20,Somali,Returnee,8,Health,2024-09-06,2024-09-06,9999-12-31,1,Active,1,1,
3909,BEN-03909,HH-1505,Hassan,Kofi,Male,1986-06-17,38,Afghan,IDP,4,Protection,2024-06-19,2024-06-19,9999-12-31,1,Active,0,0,
3910,BEN-03910,HH-1922,Ali,Mohamed,Female,1971-09-10,53,Congolese,Host Community,11,Protection,2022-01-22,2022-01-22,9999-12-31,1,Active,0,0,
3911,BEN-03911,HH-0751,Yusuf,Musa,Female,1986-02-06,38,Syrian,Refugee,6,WASH,2024-03-23,2024-03-23,9999-12-31,1,Active,0,0,
3912,BEN-03912,HH-0589,Fatima,Mohamed,Male,1973-01-11,52,Syrian,Returnee,3,Food Security,2023-11-21,2023-11-21,9999-12-31,1,Transferred,0,0,
3913,BEN-03913,HH-1770,Hassan,Musa,Male,1956-11-03,68,Ethiopian,Stateless,3,Food Security,2022-12-28,2022-12-28,9999-12-31,1,Transferred,0,0,
3914,BEN-03914,HH-0505,Ibrahim,Ndlovu,Male,1951-09-08,73,Ethiopian,Host Community,7,Protection,2023-12-29,2023-12-29,9999-12-31,1,Active,0,0,
3915,BEN-03915,HH-1232,Omar,Ahmed,Male,1953-06-10,71,Somali,Host Community,3,Education,2022-06-13,2022-06-13,9999-12-31,1,Active,0,0,
3916,BEN-03916,HH-0670,Hassan,Warsame,Male,1978-02-07,46,Syrian,Returnee,9,Protection,2024-07-23,2024-07-23,9999-12-31,1,Deceased,1,0,
3917,BEN-03917,HH-1668,Zainab,Ahmed,Male,1993-02-04,31,Sudanese,IDP,6,Protection,2024-07-08,2024-07-08,9999-12-31,1,Transferred,0,0,
3918,BEN-03918,HH-0192,Hassan,Warsame,Female,1963-11-17,61,Yemeni,Returnee,7,Protection,2022-02-10,2022-02-10,9999-12-31,1,Active,0,0,
3919,BEN-03919,HH-0109,Ibrahim,Warsame,Male,2001-08-11,23,South Sudanese,IDP,2,Education,2024-01-16,2024-01-16,9999-12-31,1,Active,0,1,
3920,BEN-03920,HH-1308,Ibrahim,Ndlovu,Male,1972-01-17,52,Sudanese,Host Community,11,Protection,2023-01-05,2023-01-05,9999-12-31,1,Active,0,0,
3921,BEN-03921,HH-0262,Amina,Ahmed,Female,1988-07-13,36,Afghan,Returnee,11,Shelter,2022-05-11,2022-05-11,9999-12-31,1,Active,0,0,
3922,BEN-03922,HH-1265,Omar,Jama,Male,1956-10-30,68,Ethiopian,IDP,6,WASH,2024-11-16,2024-11-16,9999-12-31,1,Active,0,0,
3923,BEN-03923,HH-1290,Ibrahim,Mohamed,Female,1966-03-01,58,South Sudanese,Returnee,12,Health,2023-12-04,2023-12-04,9999-12-31,1,Inactive,1,0,
3924,BEN-03924,HH-1629,Halima,Osman,Male,2013-11-03,11,Ethiopian,Refugee,8,Education,2024-07-20,2024-07-20,9999-12-31,1,Active,0,0,
3925,BEN-03925,HH-1432,Hassan,Mohamed,Female,1951-08-28,73,South Sudanese,Host Community,11,Cash Assistance,2024-02-06,2024-02-06,9999-12-31,1,Inactive,0,0,
3926,BEN-03926,HH-0122,Ibrahim,Musa,Male,1957-01-02,68,Afghan,Refugee,2,Cash Assistance,2022-09-26,2022-09-26,9999-12-31,1,Inactive,0,0,
3927,BEN-03927,HH-0319,Halima,Ahmed,Male,2007-05-06,17,Sudanese,Refugee,6,Education,2024-06-19,2024-06-19,9999-12-31,1,Active,1,0,
3928,BEN-03928,HH-1121,Amina,Ndlovu,Female,1974-05-10,50,South Sudanese,Refugee,10,Shelter,2022-09-19,2022-09-19,9999-12-31,1,Inactive,0,0,
3929,BEN-03929,HH-1914,Amina,Barre,Female,1959-08-23,65,Sudanese,Refugee,6,WASH,2023-12-28,2023-12-28,9999-12-31,1,Active,1,0,
3930,BEN-03930,HH-1299,Ali,Mohamed,Male,2018-02-04,6,Afghan,IDP,1,Cash Assistance,2023-07-11,2023-07-11,9999-12-31,1,Active,0,0,
3931,BEN-03931,HH-1924,Ibrahim,Mohamed,Female,2013-06-01,11,Nigerian,Returnee,6,Protection,2023-12-11,2023-12-11,9999-12-31,1,Inactive,0,1,
3932,BEN-03932,HH-1709,Ali,Musa,Male,1999-01-07,26,Nigerian,Stateless,5,WASH,2023-03-26,2023-03-26,9999-12-31,1,Active,0,0,
3933,BEN-03933,HH-1042,Halima,Barre,Female,1957-02-16,67,Rohingya,IDP,9,Food Security,2024-10-30,2024-10-30,9999-12-31,1,Active,0,0,
3934,BEN-03934,HH-1487,Hassan,Ahmed,Female,1993-04-08,31,Rohingya,IDP,1,Health,2023-01-04,2023-01-04,9999-12-31,1,Active,0,1,
3935,BEN-03935,HH-0599,Ibrahim,Diallo,Female,1982-06-03,42,Ethiopian,Host Community,7,Shelter,2024-12-06,2024-12-06,9999-12-31,1,Active,0,1,
3936,BEN-03936,HH-0008,Ali,Mohamed,Female,2007-06-13,17,Somali,Stateless,11,Livelihoods,2024-08-15,2024-08-15,9999-12-31,1,Active,0,0,
3937,BEN-03937,HH-1361,Omar,Diallo,Female,1954-10-18,70,Yemeni,IDP,1,Education,2022-03-07,2022-03-07,9999-12-31,1,Active,0,0,
3938,BEN-03938,HH-0427,Zainab,Diallo,Female,1991-07-07,33,Ethiopian,Stateless,5,Livelihoods,2023-08-12,2023-08-12,9999-12-31,1,Deceased,1,0,
3939,BEN-03939,HH-0611,Yusuf,Warsame,Male,1953-09-19,71,Syrian,IDP,11,Health,2022-11-02,2022-11-02,9999-12-31,1,Active,1,0,
3940,BEN-03940,HH-0371,Amina,Ahmed,Female,1960-11-02,64,Syrian,IDP,10,Health,2022-05-19,2022-05-19,9999-12-31,1,Inactive,0,0,
3941,BEN-03941,HH-0170,Ibrahim,Kofi,Female,1961-03-30,63,Ethiopian,Returnee,2,Food Security,2024-06-06,2024-06-06,9999-12-31,1,Active,0,0,
3942,BEN-03942,HH-0908,Halima,Kofi,Female,1981-02-03,43,Congolese,Refugee,9,WASH,2023-01-10,2023-01-10,9999-12-31,1,Active,0,0,
3943,BEN-03943,HH-0155,Ibrahim,Osman,Male,1951-01-10,74,Congolese,Refugee,6,Shelter,2022-01-11,2022-01-11,9999-12-31,1,Deceased,1,0,
3944,BEN-03944,HH-0143,Ibrahim,Kofi,Female,1994-03-02,30,Sudanese,Refugee,9,Protection,2023-08-28,2023-08-28,9999-12-31,1,Active,0,0,
3945,BEN-03945,HH-0198,Ibrahim,Barre,Male,1999-11-26,25,Sudanese,IDP,5,Protection,2023-04-27,2023-04-27,9999-12-31,1,Inactive,0,0,
3946,BEN-03946,HH-0079,Ibrahim,Diallo,Female,1992-07-17,32,South Sudanese,Returnee,8,WASH,2022-08-25,2022-08-25,9999-12-31,1,Active,0,0,
3947,BEN-03947,HH-0251,Hassan,Osman,Male,1956-06-30,68,South Sudanese,Returnee,3,Food Security,2023-06-08,2023-06-08,9999-12-31,1,Active,0,1,
3948,BEN-03948,HH-1475,Amina,Osman,Male,2005-09-06,19,Syrian,Refugee,12,Cash Assistance,2024-12-27,2024-12-27,9999-12-31,1,Inactive,0,1,
3949,BEN-03949,HH-1516,Halima,Jama,Female,2007-03-19,17,Syrian,Host Community,8,Food Security,2024-05-27,2024-05-27,9999-12-31,1,Transferred,0,0,
3950,BEN-03950,HH-1784,Halima,Musa,Female,1985-09-30,39,Syrian,Stateless,2,Food Security,2024-08-02,2024-08-02,9999-12-31,1,Inactive,0,0,
3951,BEN-03951,HH-1084,Yusuf,Jama,Female,2016-08-05,8,Yemeni,IDP,4,Food Security,2024-09-16,2024-09-16,9999-12-31,1,Active,0,0,
3952,BEN-03952,HH-0542,Ali,Diallo,Female,1969-03-14,55,Nigerian,Stateless,3,Food Security,2023-02-01,2023-02-01,9999-12-31,1,Inactive,1,0,
3953,BEN-03953,HH-0805,Mariam,Ndlovu,Female,1952-02-08,72,Ethiopian,Returnee,6,WASH,2022-11-12,2022-11-12,9999-12-31,1,Inactive,0,1,
3954,BEN-03954,HH-1943,Ibrahim,Ahmed,Male,1976-01-27,48,Yemeni,Refugee,2,Livelihoods,2022-07-03,2022-07-03,9999-12-31,1,Transferred,1,0,
3955,BEN-03955,HH-1726,Halima,Jama,Male,1954-09-23,70,Somali,Returnee,3,Protection,2023-01-30,2023-01-30,9999-12-31,1,Deceased,0,0,
3956,BEN-03956,HH-1604,Yusuf,Jama,Male,1952-08-14,72,Rohingya,Stateless,12,Protection,2022-04-19,2022-04-19,9999-12-31,1,Transferred,1,0,
3957,BEN-03957,HH-1029,Amina,Warsame,Female,1964-12-01,60,Sudanese,Refugee,7,Cash Assistance,2024-01-23,2024-01-23,9999-12-31,1,Active,0,1,
3958,BEN-03958,HH-0205,Omar,Barre,Male,1961-05-20,63,Afghan,Stateless,2,Food Security,2022-07-09,2022-07-09,9999-12-31,1,Active,1,1,
3959,BEN-03959,HH-1996,Ali,Ndlovu,Male,1987-04-14,37,Somali,Host Community,3,Protection,2024-05-28,2024-05-28,9999-12-31,1,Active,0,1,
3960,BEN-03960,HH-0026,Mariam,Diallo,Female,1960-04-11,64,Rohingya,Returnee,9,Protection,2022-05-29,2022-05-29,9999-12-31,1,Active,0,0,
3961,BEN-03961,HH-0969,Ali,Ndlovu,Female,1959-01-18,65,Afghan,Stateless,10,Cash Assistance,2023-08-19,2023-08-19,9999-12-31,1,Active,0,0,
3962,BEN-03962,HH-0354,Halima,Barre,Female,1966-08-31,58,Afghan,Stateless,10,Livelihoods,2023-12-04,2023-12-04,9999-12-31,1,Inactive,1,0,
3963,BEN-03963,HH-1284,Ibrahim,Diallo,Male,1957-12-07,67,Congolese,IDP,11,Livelihoods,2024-03-05,2024-03-05,9999-12-31,1,Inactive,1,0,
3964,BEN-03964,HH-1807,Zainab,Ndlovu,Male,1973-10-11,51,Syrian,Refugee,6,Health,2022-02-04,2022-02-04,9999-12-31,1,Active,0,0,
3965,BEN-03965,HH-0119,Yusuf,Barre,Female,1962-08-20,62,Congolese,Host Community,12,Protection,2023-04-03,2023-04-03,9999-12-31,1,Active,1,0,
3966,BEN-03966,HH-1407,Ali,Ahmed,Female,2007-04-18,17,Somali,Returnee,3,Food Security,2023-12-07,2023-12-07,9999-12-31,1,Active,0,0,
3967,BEN-03967,HH-0815,Amina,Ahmed,Male,1978-10-16,46,Nigerian,Stateless,1,Cash Assistance,2024-04-16,2024-04-16,9999-12-31,1,Transferred,0,0,
3968,BEN-03968,HH-0562,Zainab,Ahmed,Female,1973-08-07,51,Sudanese,Host Community,7,Food Security,2023-02-14,2023-02-14,9999-12-31,1,Active,0,1,
3969,BEN-03969,HH-0583,Mariam,Mohamed,Female,1989-09-26,35,Ethiopian,Refugee,12,Protection,2023-05-25,2023-05-25,9999-12-31,1,Active,1,0,
3970,BEN-03970,HH-1527,Yusuf,Ahmed,Male,1998-02-27,26,Nigerian,Returnee,5,Livelihoods,2024-10-02,2024-10-02,9999-12-31,1,Active,0,0,
3971,BEN-03971,HH-1082,Ali,Warsame,Female,1962-07-26,62,South Sudanese,Stateless,12,Shelter,2024-03-11,2024-03-11,9999-12-31,1,Active,0,0,
3972,BEN-03972,HH-1148,Zainab,Diallo,Female,1987-09-27,37,Yemeni,Host Community,9,Shelter,2022-12-12,2022-12-12,9999-12-31,1,Active,0,1,
3973,BEN-03973,HH-0210,Omar,Ndlovu,Male,1968-06-16,56,Congolese,Stateless,8,Protection,2023-04-03,2023-04-03,9999-12-31,1,Deceased,1,0,
3974,BEN-03974,HH-1634,Fatima,Musa,Female,1950-08-19,74,Ethiopian,Host Community,8,Protection,2023-06-09,2023-06-09,9999-12-31,1,Active,1,0,
3975,BEN-03975,HH-1731,Zainab,Kofi,Female,1977-03-20,47,Somali,Returnee,10,Shelter,2024-04-01,2024-04-01,9999-12-31,1,Active,0,0,
3976,BEN-03976,HH-0507,Halima,Mohamed,Female,1991-05-24,33,Yemeni,Host Community,11,Livelihoods,2022-08-02,2022-08-02,9999-12-31,1,Active,0,0,
3977,BEN-03977,HH-0726,Mariam,Warsame,Female,1950-08-21,74,Rohingya,Refugee,8,Protection,2022-02-17,2022-02-17,9999-12-31,1,Active,0,1,
3978,BEN-03978,HH-0236,Ali,Jama,Male,1996-06-10,28,Somali,IDP,8,Protection,2023-09-03,2023-09-03,9999-12-31,1,Active,0,0,
3979,BEN-03979,HH-1243,Yusuf,Jama,Male,1967-08-19,57,Congolese,Host Community,6,Shelter,2023-12-19,2023-12-19,9999-12-31,1,Active,0,0,
3980,BEN-03980,HH-1359,Ali,Ndlovu,Male,1984-09-16,40,Ethiopian,Refugee,8,Protection,2022-02-01,2022-02-01,9999-12-31,1,Inactive,0,0,
3981,BEN-03981,HH-1654,Yusuf,Osman,Male,1986-07-20,38,Nigerian,Refugee,1,Health,2022-08-07,2022-08-07,9999-12-31,1,Active,0,0,
3982,BEN-03982,HH-1289,Omar,Musa,Male,2000-12-21,24,Yemeni,Stateless,5,Education,2022-06-12,2022-06-12,9999-12-31,1,Active,0,0,
3983,BEN-03983,HH-0276,Mariam,Barre,Male,2010-06-27,14,Congolese,Returnee,8,Health,2022-07-22,2022-07-22,9999-12-31,1,Transferred,0,0,
3984,BEN-03984,HH-1707,Zainab,Osman,Female,1967-06-18,57,Ethiopian,Host Community,8,Education,2022-01-10,2022-01-10,9999-12-31,1,Active,0,0,
3985,BEN-03985,HH-0059,Hassan,Musa,Male,2008-12-11,16,Congolese,Stateless,11,Food Security,2023-01-29,2023-01-29,9999-12-31,1,Transferred,0,0,
3986,BEN-03986,HH-0668,Hassan,Warsame,Male,2004-04-12,20,Congolese,Stateless,4,Livelihoods,2024-03-07,2024-03-07,9999-12-31,1,Active,0,0,
3987,BEN-03987,HH-1137,Mariam,Mohamed,Male,1987-04-27,37,Congolese,IDP,9,Protection,2023-10-16,2023-10-16,9999-12-31,1,Active,1,1,
3988,BEN-03988,HH-1136,Amina,Ndlovu,Male,1953-12-04,71,Somali,Stateless,9,Food Security,2022-01-28,2022-01-28,9999-12-31,1,Active,1,0,
3989,BEN-03989,HH-1901,Ali,Barre,Male,1950-01-16,75,Rohingya,Returnee,9,Livelihoods,2023-11-12,2023-11-12,9999-12-31,1,Active,0,0,
3990,BEN-03990,HH-0021,Mariam,Osman,Male,1954-08-02,70,Rohingya,Refugee,7,Shelter,2023-01-26,2023-01-26,9999-12-31,1,Transferred,1,1,
3991,BEN-03991,HH-0343,Fatima,Ndlovu,Female,1983-12-15,41,Somali,Host Community,12,Health,2024-03-12,2024-03-12,9999-12-31,1,Deceased,0,0,
3992,BEN-03992,HH-1718,Omar,Barre,Male,1989-12-14,35,Nigerian,IDP,12,Education,2022-01-06,2022-01-06,9999-12-31,1,Inactive,1,1,
3993,BEN-03993,HH-1102,Ali,Warsame,Male,1969-06-09,55,Afghan,IDP,9,Livelihoods,2023-11-12,2023-11-12,9999-12-31,1,Active,0,0,
3994,BEN-03994,HH-0109,Zainab,Mohamed,Male,1981-07-03,43,Sudanese,Host Community,6,Cash Assistance,2022-07-01,2022-07-01,9999-12-31,1,Active,1,0,
3995,BEN-03995,HH-1342,Ali,Jama,Male,1973-07-22,51,Afghan,Refugee,11,Food Security,2024-03-30,2024-03-30,9999-12-31,1,Active,0,1,
3996,BEN-03996,HH-0038,Omar,Musa,Female,1982-10-22,42,Somali,Host Community,12,Food Security,2023-03-02,2023-03-02,9999-12-31,1,Deceased,0,0,
3997,BEN-03997,HH-0959,Zainab,Ndlovu,Male,1955-10-15,69,South Sudanese,IDP,8,Health,2024-05-27,2024-05-27,9999-12-31,1,Active,0,0,
3998,BEN-03998,HH-0970,Omar,Jama,Female,1956-05-16,68,Yemeni,Stateless,5,Livelihoods,2022-09-05,2022-09-05,9999-12-31,1,Active,0,0,
3999,BEN-03999,HH-0862,Omar,Jama,Female,1953-12-16,71,Yemeni,Stateless,1,Livelihoods,2022-12-23,2022-12-23,9999-12-31,1,Active,1,0,
4000,BEN-04000,HH-0729,Mariam,Diallo,Male,2000-01-05,25,Nigerian,Returnee,5,WASH,2022-02-16,2022-02-16,9999-12-31,1,Deceased,0,0,
4001,BEN-04001,HH-1405,Omar,Musa,Male,1990-01-17,34,Yemeni,Host Community,12,Cash Assistance,2023-10-21,2023-10-21,9999-12-31,1,Transferred,0,0,
4002,BEN-04002,HH-0870,Zainab,Diallo,Male,2012-12-30,12,Somali,Host Community,12,Health,2023-07-04,2023-07-04,9999-12-31,1,Active,1,1,
4003,BEN-04003,HH-1442,Omar,Warsame,Female,1963-09-02,61,Syrian,Refugee,1,Shelter,2023-07-14,2023-07-14,9999-12-31,1,Deceased,0,0,
4004,BEN-04004,HH-0806,Mariam,Mohamed,Female,2001-05-01,23,Ethiopian,Returnee,1,Cash Assistance,2022-03-23,2022-03-23,9999-12-31,1,Inactive,0,1,
4005,BEN-04005,HH-1091,Mariam,Barre,Female,1964-04-18,60,Syrian,Returnee,4,Food Security,2023-08-12,2023-08-12,9999-12-31,1,Transferred,0,0,
4006,BEN-04006,HH-0271,Hassan,Musa,Male,1979-11-26,45,Nigerian,Refugee,11,Food Security,2024-06-19,2024-06-19,9999-12-31,1,Active,0,1,
4007,BEN-04007,HH-1313,Mariam,Warsame,Male,1972-05-31,52,Rohingya,Refugee,5,Shelter,2023-07-01,2023-07-01,9999-12-31,1,Active,1,0,
4008,BEN-04008,HH-0648,Zainab,Barre,Female,1967-06-22,57,Syrian,IDP,4,Protection,2022-02-01,2022-02-01,9999-12-31,1,Deceased,0,0,
4009,BEN-04009,HH-0775,Halima,Barre,Female,1994-12-20,30,Yemeni,Host Community,3,Cash Assistance,2024-09-10,2024-09-10,9999-12-31,1,Active,0,0,
4010,BEN-04010,HH-0051,Ibrahim,Kofi,Female,1984-06-19,40,Rohingya,Returnee,9,Shelter,2024-01-08,2024-01-08,9999-12-31,1,Active,0,1,
4011,BEN-04011,HH-0093,Amina,Diallo,Male,1960-01-04,65,Yemeni,Host Community,5,Protection,2023-04-05,2023-04-05,9999-12-31,1,Active,0,0,
4012,BEN-04012,HH-0911,Zainab,Jama,Female,1971-05-31,53,Congolese,Stateless,5,Education,2023-08-09,2023-08-09,9999-12-31,1,Active,1,0,
4013,BEN-04013,HH-0762,Amina,Ndlovu,Female,1960-08-11,64,Sudanese,IDP,8,Food Security,2023-09-30,2023-09-30,9999-12-31,1,Active,0,0,
4014,BEN-04014,HH-0214,Zainab,Kofi,Male,1955-11-22,69,Sudanese,Stateless,11,Livelihoods,2024-12-06,2024-12-06,9999-12-31,1,Transferred,0,0,
4015,BEN-04015,HH-0335,Omar,Musa,Male,1979-03-22,45,Sudanese,IDP,11,Shelter,2023-07-27,2023-07-27,9999-12-31,1,Active,0,1,
4016,BEN-04016,HH-0166,Hassan,Diallo,Male,1991-06-14,33,Afghan,Returnee,12,Livelihoods,2022-06-28,2022-06-28,9999-12-31,1,Active,1,1,
4017,BEN-04017,HH-1118,Zainab,Diallo,Female,1954-08-18,70,Nigerian,IDP,8,Health,2023-06-25,2023-06-25,9999-12-31,1,Deceased,1,1,
4018,BEN-04018,HH-0964,Yusuf,Musa,Male,2001-06-12,23,Ethiopian,Returnee,7,WASH,2023-07-10,2023-07-10,9999-12-31,1,Inactive,0,0,
4019,BEN-04019,HH-1435,Hassan,Barre,Female,1985-01-28,39,Afghan,Host Community,12,Cash Assistance,2022-07-05,2022-07-05,9999-12-31,1,Active,1,0,
4020,BEN-04020,HH-1617,Zainab,Kofi,Female,1966-12-17,58,Congolese,Refugee,12,Livelihoods,2022-06-16,2022-06-16,9999-12-31,1,Inactive,0,0,
4021,BEN-04021,HH-1761,Halima,Ahmed,Male,2007-06-08,17,Congolese,Returnee,1,Cash Assistance,2022-02-26,2022-02-26,9999-12-31,1,Active,0,0,
4022,BEN-04022,HH-1857,Hassan,Warsame,Female,1955-07-29,69,Nigerian,Host Community,9,Livelihoods,2022-10-14,2022-10-14,9999-12-31,1,Active,0,0,
4023,BEN-04023,HH-1312,Omar,Kofi,Male,2000-09-18,24,Sudanese,Refugee,8,WASH,2022-07-12,2022-07-12,9999-12-31,1,Active,1,0,
4024,BEN-04024,HH-0714,Zainab,Warsame,Male,1996-09-02,28,Congolese,IDP,12,Education,2023-05-11,2023-05-11,9999-12-31,1,Active,0,0,
4025,BEN-04025,HH-1661,Halima,Jama,Male,1968-02-09,56,Congolese,Host Community,6,Cash Assistance,2022-12-28,2022-12-28,9999-12-31,1,Inactive,1,0,
4026,BEN-04026,HH-0367,Mariam,Warsame,Male,2018-09-16,6,Yemeni,Refugee,5,Shelter,2024-02-24,2024-02-24,9999-12-31,1,Active,0,0,
4027,BEN-04027,HH-1436,Amina,Mohamed,Male,1962-01-02,63,Somali,Returnee,5,Food Security,2024-10-12,2024-10-12,9999-12-31,1,Active,0,0,
4028,BEN-04028,HH-0006,Mariam,Kofi,Male,1953-12-28,71,Ethiopian,Host Community,4,WASH,2024-02-18,2024-02-18,9999-12-31,1,Active,0,0,
4029,BEN-04029,HH-1988,Ali,Ahmed,Female,1966-04-13,58,Afghan,Host Community,2,Protection,2024-02-08,2024-02-08,9999-12-31,1,Active,0,1,
4030,BEN-04030,HH-0678,Omar,Osman,Female,1953-05-21,71,Somali,Host Community,11,WASH,2022-12-17,2022-12-17,9999-12-31,1,Transferred,1,1,
